Codigo Rude,Genero,Nivel,Curso,Gestion,Promedio,Reprobado,Primer_Anio,Reprobado_siguiente,Reprobaciones_acumuladas,Promedio_ultimos_3,Tendencia_promedio,Variabilidad_promedio,Años_en_sistema,Es_Estudiante_Nuevo,Promedio_global,Mejorando,Delta_promedio,Ratio_reprobacion,Volatilidad_rendimiento,Aceleracion_promedio,Probabilidad_Reprobacion,Nivel_Riesgo
519500012013777,M,Secundaria,4to A,2024,78,0,2015,,0,78.0,0.0,0.0,1,0,78.0,0.0,0.0,0.0,0.0,0.0,0.00014903256865855712,Bajo
519500012013889,F,Secundaria,5to A,2024,71,0,2015,,0,71.0,0.0,0.0,1,0,71.0,0.0,0.0,0.0,0.0,0.0,0.007560106349519561,Bajo
519500012013922,M,Secundaria,4to A,2024,56,1,2016,,1,56.0,0.0,0.0,1,0,56.0,0.0,0.0,1.0,0.0,0.0,0.591766621344279,Alto
5195000120142495,M,Secundaria,3ro A,2024,93,0,2016,,0,93.0,0.0,0.0,1,0,93.0,0.0,0.0,0.0,0.0,0.0,0.00013325620606616638,Bajo
5195000120142571,F,Secundaria,3ro A,2024,64,0,2016,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.00512733780348511,Bajo
5195000120142586,M,Secundaria,3ro A,2024,83,0,2016,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,0.00026446470050735374,Bajo
5195000120142605,M,Secundaria,3ro A,2024,84,0,2016,,0,84.0,0.0,0.0,1,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0002286099131215548,Bajo
5195000120142639,M,Secundaria,3ro A,2024,73,0,2016,,0,73.0,0.0,0.0,1,0,73.0,0.0,0.0,0.0,0.0,0.0,0.01629419068876355,Bajo
5195000120142677,F,Secundaria,4to A,2024,80,0,2015,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,0.00030022635018387903,Bajo
5195000120142734,M,Secundaria,4to A,2024,64,0,2015,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.024091966622732486,Bajo
5195000120142768,F,Secundaria,4to A,2024,66,0,2015,,0,66.0,0.0,0.0,1,0,66.0,0.0,0.0,0.0,0.0,0.0,0.05452295196314138,Bajo
5195000120142772,F,Secundaria,4to A,2024,73,0,2017,,0,73.0,0.0,0.0,1,0,73.0,0.0,0.0,0.0,0.0,0.0,0.006748247438527131,Bajo
5195000120152029,M,Secundaria,3ro A,2024,59,0,2016,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.07241978713652082,Bajo
5195000120152048,F,Secundaria,3ro A,2024,69,0,2016,,0,69.0,0.0,0.0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.013617947298545109,Bajo
5195000120152071,M,Secundaria,3ro A,2024,64,0,2016,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.010951693382095538,Bajo
5195000120152105,F,Secundaria,2do A,2024,87,0,2017,,0,87.0,0.0,0.0,1,0,87.0,0.0,0.0,0.0,0.0,0.0,0.0014846051666289224,Bajo
5195000120152139,F,Secundaria,2do A,2024,84,0,2017,,0,84.0,0.0,0.0,1,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0024282995674870874,Bajo
519500012015217,M,Secundaria,4to A,2024,73,0,2015,,0,73.0,0.0,0.0,1,0,73.0,0.0,0.0,0.0,0.0,0.0,0.0061732069898052635,Bajo
5195000120152200,M,Secundaria,2do A,2024,63,1,2017,,1,63.0,0.0,0.0,1,0,63.0,0.0,0.0,1.0,0.0,0.0,0.001604925970541606,Bajo
519500012015222A,F,Secundaria,2do A,2024,83,0,2017,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,0.002808180882852892,Bajo
519500012016002,F,Secundaria,2do A,2024,75,0,2017,,0,75.0,0.0,0.0,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0.01912436061292801,Bajo
519500012016005,F,Secundaria,3ro A,2024,60,0,2016,,0,60.0,0.0,0.0,1,0,60.0,0.0,0.0,0.0,0.0,0.0,0.02353720753332164,Bajo
519500012016006,F,Secundaria,2do A,2024,54,1,2017,,1,54.0,0.0,0.0,1,0,54.0,0.0,0.0,1.0,0.0,0.0,0.05621622993957375,Bajo
519500012016007,M,Secundaria,1ro A,2024,51,1,2024,,1,51.0,0.0,0.0,1,1,51.0,0.0,0.0,1.0,0.0,0.0,0.3494342582949248,Medio
519500012016008,F,Secundaria,2do A,2024,56,0,2017,,0,56.0,0.0,0.0,1,0,56.0,0.0,0.0,0.0,0.0,0.0,0.14531866652008088,Bajo
519500012016009,M,Secundaria,2do A,2024,57,1,2017,,1,57.0,0.0,0.0,1,0,57.0,0.0,0.0,1.0,0.0,0.0,0.84125145717473,Muy Alto
519500012017003,F,Secundaria,1ro A,2024,58,0,2018,,0,58.0,0.0,0.0,1,0,58.0,0.0,0.0,0.0,0.0,0.0,0.038821841008519334,Bajo
519500012017006,F,Secundaria,1ro A,2024,71,0,2018,,0,71.0,0.0,0.0,1,0,71.0,0.0,0.0,0.0,0.0,0.0,0.03351893733308162,Bajo
519500012017007,F,Secundaria,1ro A,2024,66,0,2018,,0,66.0,0.0,0.0,1,0,66.0,0.0,0.0,0.0,0.0,0.0,0.01743081338518991,Bajo
519500012017008,M,Secundaria,1ro A,2024,53,1,2018,,1,53.0,0.0,0.0,1,0,53.0,0.0,0.0,1.0,0.0,0.0,0.6528863510075784,Alto
519500012017009,M,Secundaria,1ro A,2024,56,1,2018,,1,56.0,0.0,0.0,1,0,56.0,0.0,0.0,1.0,0.0,0.0,0.9449637614496882,Muy Alto
519500012017012,F,Secundaria,1ro A,2024,53,1,2019,,1,53.0,0.0,0.0,1,0,53.0,0.0,0.0,1.0,0.0,0.0,0.04548633714531794,Bajo
519500012017013,F,Secundaria,1ro A,2024,92,0,2018,,0,92.0,0.0,0.0,1,0,92.0,0.0,0.0,0.0,0.0,0.0,0.00012441453050448305,Bajo
519500012017015,F,Secundaria,1ro A,2024,54,1,2018,,1,54.0,0.0,0.0,1,0,54.0,0.0,0.0,1.0,0.0,0.0,0.018690727102155375,Bajo
519500012017017,M,Secundaria,1ro A,2024,64,0,2018,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.016833843905781812,Bajo
519500012017018,F,Secundaria,1ro A,2024,69,0,2018,,0,69.0,0.0,0.0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.024169846319301982,Bajo
519500012017021,M,Secundaria,1ro A,2024,83,0,2018,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,0.00038676061700464474,Bajo
5195000120171314,M,Primario,6to A,2024,77,0,2019,,0,77.0,0.0,0.0,1,0,77.0,0.0,0.0,0.0,0.0,0.0,6.536011199451608e-05,Bajo
5195000120173401,F,Primario,5to A,2024,58,1,2019,,1,58.0,0.0,0.0,1,0,58.0,0.0,0.0,1.0,0.0,0.0,0.005025066574652055,Bajo
5195000120176253,F,Primario,6to A,2024,78,0,2022,,0,78.0,0.0,0.0,1,0,78.0,0.0,0.0,0.0,0.0,0.0,0.000901332220215849,Bajo
5195000120176578,F,Primario,6to A,2024,69,0,2019,,0,69.0,0.0,0.0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.003965344082439311,Bajo
5195000120176857,F,Primario,6to A,2024,84,0,2019,,0,84.0,0.0,0.0,1,0,84.0,0.0,0.0,0.0,0.0,0.0,3.2783790647950086e-05,Bajo
5195000120177131,M,Primario,6to A,2024,61,0,2019,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.039233135883139376,Bajo
5195000120177427,M,Primario,5to A,2024,72,0,2019,,0,72.0,0.0,0.0,1,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0026899120041257328,Bajo
5195000120178100,F,Primario,6to A,2024,70,0,2019,,0,70.0,0.0,0.0,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.001381482432072104,Bajo
519500012018003,M,Primario,4to A,2024,60,1,2021,,1,60.0,0.0,0.0,1,0,60.0,0.0,0.0,1.0,0.0,0.0,0.019345917252392802,Bajo
519500012018005,F,Primario,5to A,2024,91,0,2021,,0,91.0,0.0,0.0,1,0,91.0,0.0,0.0,0.0,0.0,0.0,1.6321375493213696e-05,Bajo
519500012018008,M,Primario,5to A,2024,65,0,2021,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.006577699451720888,Bajo
519500012018010,F,Primario,4to A,2024,58,0,2021,,0,58.0,0.0,0.0,1,0,58.0,0.0,0.0,0.0,0.0,0.0,0.6197999541095057,Alto
519500012018011,F,Primario,5to A,2024,93,0,2021,,0,93.0,0.0,0.0,1,0,93.0,0.0,0.0,0.0,0.0,0.0,1.6250686881036518e-05,Bajo
519500012018012,F,Primario,4to A,2024,71,0,2022,,0,71.0,0.0,0.0,1,0,71.0,0.0,0.0,0.0,0.0,0.0,0.46861547966472755,Medio
519500012018013,M,Primario,6to A,2024,83,0,2020,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,9.427229634339665e-05,Bajo
519500012018014,M,Primario,6to A,2024,75,0,2019,,0,75.0,0.0,0.0,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0.00017197900403082502,Bajo
519500012018016,F,Primario,5to A,2024,70,0,2019,,0,70.0,0.0,0.0,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0011760268538652794,Bajo
519500012018022,F,Primario,6to A,2024,83,0,2019,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,3.792670935683745e-05,Bajo
519500012018023,M,Primario,5to A,2024,57,1,2019,,1,57.0,0.0,0.0,1,0,57.0,0.0,0.0,1.0,0.0,0.0,0.06682120571052695,Bajo
519500012018025,F,Primario,5to A,2024,49,1,2019,,1,49.0,0.0,0.0,1,0,49.0,0.0,0.0,1.0,0.0,0.0,0.005142443769274355,Bajo
519500012018026,M,Primario,6to A,2024,63,0,2019,,0,63.0,0.0,0.0,1,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0023593920453281523,Bajo
519500012018027,F,Secundaria,1ro A,2024,83,0,2018,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,0.0002622159869559059,Bajo
519500012018031,M,Primario,5to A,2024,82,0,2021,,0,82.0,0.0,0.0,1,0,82.0,0.0,0.0,0.0,0.0,0.0,8.303840384578558e-05,Bajo
5195000120189178,F,Primario,5to A,2024,80,0,2021,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,4.7196856636924644e-05,Bajo
519500012019002,F,Primario,4to A,2024,68,0,2021,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.014791236817592071,Bajo
519500012019003,F,Primario,4to A,2024,72,0,2021,,0,72.0,0.0,0.0,1,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0018333986412911298,Bajo
519500012019005,F,Primario,4to A,2024,56,0,2021,,0,56.0,0.0,0.0,1,0,56.0,0.0,0.0,0.0,0.0,0.0,0.04387108114645959,Bajo
519500012019007,F,Primario,4to A,2024,64,0,2021,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.021714916326495352,Bajo
519500012019008,F,Primario,3ro A,2024,61,0,2022,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.16309536242460249,Bajo
519500012019009,F,Primario,4to A,2024,83,0,2021,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,3.451565261474777e-05,Bajo
519500012019011,F,Primario,4to A,2024,67,0,2021,,0,67.0,0.0,0.0,1,0,67.0,0.0,0.0,0.0,0.0,0.0,0.012924066926783202,Bajo
519500012019016,F,Primario,4to A,2024,82,0,2021,,0,82.0,0.0,0.0,1,0,82.0,0.0,0.0,0.0,0.0,0.0,2.977211621567255e-05,Bajo
519500012019017,M,Primario,4to A,2024,65,0,2021,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.006042353239402218,Bajo
519500012019023,F,Primario,5to A,2024,66,0,2021,,0,66.0,0.0,0.0,1,0,66.0,0.0,0.0,0.0,0.0,0.0,0.00612004162475102,Bajo
519500012019024,F,Primario,5to A,2024,68,0,2021,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.008250074453937804,Bajo
519500012019025,M,Primario,5to A,2024,66,0,2021,,0,66.0,0.0,0.0,1,0,66.0,0.0,0.0,0.0,0.0,0.0,0.019433130400398135,Bajo
519500012019026,M,Primario,4to A,2024,64,0,2021,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.021577547146640837,Bajo
519500012019027,M,Primario,5to A,2024,59,0,2021,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.17681506426080437,Bajo
519500012019028,F,Primario,5to A,2024,82,0,2021,,0,82.0,0.0,0.0,1,0,82.0,0.0,0.0,0.0,0.0,0.0,2.9546457862237217e-05,Bajo
519500012019033,M,Primario,6to A,2024,46,1,2019,,1,46.0,0.0,0.0,1,0,46.0,0.0,0.0,1.0,0.0,0.0,0.03343840671418575,Bajo
519500012019034,M,Primario,6to A,2024,72,0,2019,,0,72.0,0.0,0.0,1,0,72.0,0.0,0.0,0.0,0.0,0.0,0.001784702066938514,Bajo
519500012019035,M,Primario,6to A,2024,66,0,2019,,0,66.0,0.0,0.0,1,0,66.0,0.0,0.0,0.0,0.0,0.0,0.007231897315085352,Bajo
5195000120191102,F,Primario,6to A,2024,68,0,2019,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.005524747481802017,Bajo
5195000120195140,M,Primario,4to A,2024,50,1,2021,,1,50.0,0.0,0.0,1,0,50.0,0.0,0.0,1.0,0.0,0.0,0.702163718501476,Alto
519500012020001,M,Primario,3ro A,2024,88,0,2022,,0,88.0,0.0,0.0,1,0,88.0,0.0,0.0,0.0,0.0,0.0,3.053296327271215e-05,Bajo
519500012020003,M,Primario,3ro A,2024,58,0,2022,,0,58.0,0.0,0.0,1,0,58.0,0.0,0.0,0.0,0.0,0.0,0.022104892249641895,Bajo
519500012020004,F,Primario,3ro A,2024,92,0,2022,,0,92.0,0.0,0.0,1,0,92.0,0.0,0.0,0.0,0.0,0.0,0.00020324269867791345,Bajo
519500012020006,M,Primario,3ro A,2024,69,0,2022,,0,69.0,0.0,0.0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.00713329580208779,Bajo
519500012020007,M,Primario,3ro A,2024,85,0,2022,,0,85.0,0.0,0.0,1,0,85.0,0.0,0.0,0.0,0.0,0.0,4.0925768430897315e-05,Bajo
519500012020008,M,Primario,3ro A,2024,53,1,2022,,1,53.0,0.0,0.0,1,0,53.0,0.0,0.0,1.0,0.0,0.0,0.36167312500111337,Medio
519500012020009,M,Primario,3ro A,2024,63,0,2022,,0,63.0,0.0,0.0,1,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0004276216795054755,Bajo
519500012020011,M,Primario,3ro A,2024,67,0,2022,,0,67.0,0.0,0.0,1,0,67.0,0.0,0.0,0.0,0.0,0.0,0.032446636402360396,Bajo
519500012020012,M,Primario,3ro A,2024,58,0,2022,,0,58.0,0.0,0.0,1,0,58.0,0.0,0.0,0.0,0.0,0.0,0.022104892249641895,Bajo
519500012020014,M,Primario,3ro A,2024,64,0,2022,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.0007761663216181991,Bajo
519500012020017,M,Primario,4to A,2024,59,0,2021,,0,59.0,0.0,0.0,1,0,59.0,0.0,0.0,0.0,0.0,0.0,0.621301310304232,Alto
519500012020020,M,Primario,4to A,2024,65,0,2021,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.006042353239402218,Bajo
519500012020021,F,Primario,5to A,2024,70,0,2021,,0,70.0,0.0,0.0,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0018105342289052068,Bajo
519500012020022,F,Primario,4to A,2024,63,0,2022,,0,63.0,0.0,0.0,1,0,63.0,0.0,0.0,0.0,0.0,0.0,0.012589565148455282,Bajo
519500012020024,F,Primario,3ro A,2024,56,0,2022,,0,56.0,0.0,0.0,1,0,56.0,0.0,0.0,0.0,0.0,0.0,0.500802638784108,Alto
519500012020175,M,Primario,6to A,2024,78,0,2020,,0,78.0,0.0,0.0,1,0,78.0,0.0,0.0,0.0,0.0,0.0,0.00012888099783353897,Bajo
5195000120212019,F,Primario,2do A,2024,77,0,2023,,0,77.0,0.0,0.0,1,0,77.0,0.0,0.0,0.0,0.0,0.0,0.00030841681932002914,Bajo
5195000120212817,F,Primario,3ro A,2024,65,0,2022,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0038243253743294268,Bajo
5195000120213166,F,Primario,3ro A,2024,72,0,2022,,0,72.0,0.0,0.0,1,0,72.0,0.0,0.0,0.0,0.0,0.0,0.024798152241692264,Bajo
5195000120213302,M,Primario,2do A,2024,80,0,2023,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,2.4476980751983574e-05,Bajo
5195000120213912,F,Primario,3ro A,2024,83,0,2022,,0,83.0,0.0,0.0,1,0,83.0,0.0,0.0,0.0,0.0,0.0,0.000403334424570824,Bajo
5195000120214278,F,Primario,3ro A,2024,63,0,2022,,0,63.0,0.0,0.0,1,0,63.0,0.0,0.0,0.0,0.0,0.0,0.006099340241027713,Bajo
5195000120214797,M,Primario,2do A,2024,78,0,2023,,0,78.0,0.0,0.0,1,0,78.0,0.0,0.0,0.0,0.0,0.0,2.6453679055132307e-05,Bajo
5195000120214956,M,Primario,2do A,2024,68,0,2024,,0,68.0,0.0,0.0,1,1,68.0,0.0,0.0,0.0,0.0,0.0,0.057220573128776764,Bajo
5195000120215590,M,Primario,3ro A,2024,58,0,2022,,0,58.0,0.0,0.0,1,0,58.0,0.0,0.0,0.0,0.0,0.0,0.022104892249641895,Bajo
5195000120215886,F,Primario,2do A,2024,80,0,2023,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,0.00019688976860140516,Bajo
5195000120216582,F,Primario,2do A,2024,84,0,2022,,0,84.0,0.0,0.0,1,0,84.0,0.0,0.0,0.0,0.0,0.0,0.00012352643622871634,Bajo
5195000120216975,F,Primario,3ro A,2024,54,0,2022,,0,54.0,0.0,0.0,1,0,54.0,0.0,0.0,0.0,0.0,0.0,0.06520886060567103,Bajo
5195000120217295,F,Primario,2do A,2024,78,0,2023,,0,78.0,0.0,0.0,1,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0002561993261603009,Bajo
51950001202173A,M,Primario,3ro A,2024,70,0,2022,,0,70.0,0.0,0.0,1,0,70.0,0.0,0.0,0.0,0.0,0.0,0.002396306149132755,Bajo
519500012021843A,F,Primario,2do A,2024,84,0,2023,,0,84.0,0.0,0.0,1,0,84.0,0.0,0.0,0.0,0.0,0.0,0.00012352643622871634,Bajo
5195000120219194,M,Primario,4to A,2024,54,0,2021,,0,54.0,0.0,0.0,1,0,54.0,0.0,0.0,0.0,0.0,0.0,0.29629298451518205,Medio
519500012021924A,F,Primario,2do A,2024,61,0,2023,,0,61.0,0.0,0.0,1,0,61.0,0.0,0.0,0.0,0.0,0.0,0.08697151310000081,Bajo
519500012021961A,M,Primario,2do A,2024,56,0,2021,,0,56.0,0.0,0.0,1,0,56.0,0.0,0.0,0.0,0.0,0.0,0.9817034828281888,Muy Alto
5195000120219843,F,Primario,2do A,2024,65,0,2023,,0,65.0,0.0,0.0,1,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0008911258052828988,Bajo
5195000120221398,F,Primario,2do A,2024,86,0,2023,,0,86.0,0.0,0.0,1,0,86.0,0.0,0.0,0.0,0.0,0.0,7.958183817678568e-05,Bajo
5195000120221505,F,Primario,1ro A,2024,82,0,2024,,0,82.0,0.0,0.0,1,1,82.0,0.0,0.0,0.0,0.0,0.0,0.04873462429891893,Bajo
5195000120221677,F,Primario,1ro A,2024,68,0,2024,,0,68.0,0.0,0.0,1,1,68.0,0.0,0.0,0.0,0.0,0.0,0.5157421238322046,Alto
5195000120221962,M,Primario,2do A,2024,80,0,2023,,0,80.0,0.0,0.0,1,0,80.0,0.0,0.0,0.0,0.0,0.0,2.4476980751983574e-05,Bajo
5195000120222276,F,Primario,2do A,2024,68,0,2023,,0,68.0,0.0,0.0,1,0,68.0,0.0,0.0,0.0,0.0,0.0,0.3642876632815944,Medio
5195000120222578,F,Primario,2do A,2024,60,0,2023,,0,60.0,0.0,0.0,1,0,60.0,0.0,0.0,0.0,0.0,0.0,0.01695178669465554,Bajo
5195000120222892,F,Primario,2do A,2024,71,0,2023,,0,71.0,0.0,0.0,1,0,71.0,0.0,0.0,0.0,0.0,0.0,0.045160926441921205,Bajo
5195000120223086,F,Primario,2do A,2024,62,0,2023,,0,62.0,0.0,0.0,1,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0008027342210904506,Bajo
5195000120223342,F,Primario,1ro A,2024,76,0,2024,,0,76.0,0.0,0.0,1,1,76.0,0.0,0.0,0.0,0.0,0.0,0.05045785853878944,Bajo
5195000120223404,F,Primario,1ro A,2024,86,0,2024,,0,86.0,0.0,0.0,1,1,86.0,0.0,0.0,0.0,0.0,0.0,0.04854815029769753,Bajo
5195000120224272,M,Primario,1ro A,2024,69,0,2024,,0,69.0,0.0,0.0,1,1,69.0,0.0,0.0,0.0,0.0,0.0,0.06037651424441146,Bajo
519500012022450A,F,Primario,1ro A,2024,82,0,2024,,0,82.0,0.0,0.0,1,1,82.0,0.0,0.0,0.0,0.0,0.0,0.04873462429891893,Bajo
5195000120225754,M,Primario,2do A,2024,66,0,2023,,0,66.0,0.0,0.0,1,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0017944721035189459,Bajo
5195000120226529,M,Primario,1ro A,2024,76,0,2024,,0,76.0,0.0,0.0,1,1,76.0,0.0,0.0,0.0,0.0,0.0,0.048402931788149584,Bajo
5195000120226866,M,Primario,2do A,2024,67,0,2023,,0,67.0,0.0,0.0,1,0,67.0,0.0,0.0,0.0,0.0,0.0,0.016409814366278707,Bajo
5195000120227407,F,Primario,1ro A,2024,65,0,2024,,0,65.0,0.0,0.0,1,1,65.0,0.0,0.0,0.0,0.0,0.0,0.05575773292830602,Bajo
5195000120227750,M,Primario,2do A,2024,64,0,2023,,0,64.0,0.0,0.0,1,0,64.0,0.0,0.0,0.0,0.0,0.0,0.00016833797123626062,Bajo
5195000120228217,F,Primario,1ro A,2024,61,0,2024,,0,61.0,0.0,0.0,1,1,61.0,0.0,0.0,0.0,0.0,0.0,0.22001641536830352,Bajo
5195000120228389,M,Primario,1ro A,2024,77,0,2024,,0,77.0,0.0,0.0,1,1,77.0,0.0,0.0,0.0,0.0,0.0,0.048345066837134895,Bajo
5195000120228639,F,Primario,2do A,2024,51,1,2023,,1,51.0,0.0,0.0,1,0,51.0,0.0,0.0,1.0,0.0,0.0,0.1139508314551396,Bajo
5195000120228999,M,Primario,1ro A,2024,70,0,2024,,0,70.0,0.0,0.0,1,1,70.0,0.0,0.0,0.0,0.0,0.0,0.052343459955264834,Bajo
5195000120229620,M,Primario,1ro A,2024,88,0,2024,,0,88.0,0.0,0.0,1,1,88.0,0.0,0.0,0.0,0.0,0.0,0.048248313901657236,Bajo
5195000120231363,F,Primario,1ro A,2024,77,0,2024,,0,77.0,0.0,0.0,1,1,77.0,0.0,0.0,0.0,0.0,0.0,0.049528295723902035,Bajo
5195000120232293,F,Primario,2do A,2024,57,0,2023,,0,57.0,0.0,0.0,1,0,57.0,0.0,0.0,0.0,0.0,0.0,0.8135907754151953,Muy Alto
5195000120232469,F,Primario,1ro A,2024,94,0,2024,,0,94.0,0.0,0.0,1,1,94.0,0.0,0.0,0.0,0.0,0.0,0.04849783161611075,Bajo
5195000120232640,F,Primario,2do A,2024,55,1,2023,,1,55.0,0.0,0.0,1,0,55.0,0.0,0.0,1.0,0.0,0.0,0.0463766944137362,Bajo
5195000120233097,M,Primario,1ro A,2024,80,0,2024,,0,80.0,0.0,0.0,1,1,80.0,0.0,0.0,0.0,0.0,0.0,0.04831300769469193,Bajo
